참조표준명,지역,성별,나이(세),고혈압약복용자포함여부,측정값평균(mmHg),확장불확도(mmHg),측정수(건),표준편차(mmHg),1분위수(Percentile),5분위수(Percentile),10분위(Percentile),25분위(Percentile),50분위(Percentile),75분위(Percentile),90분위(Percentile),95분위(Percentile),99분위(Percentile)
수축기,광주,여성,37~38세,포함,112,31,6018,12,90,95,99,104,111,119,127,132,142
수축기,광주,여성,39~40세,포함,113,32,9272,12,90,96,100,106,113,120,130,134,149
수축기,광주,여성,41~42세,포함,114,32,9436,12,90,95,100,106,113,120,130,135,150
수축기,광주,여성,43~44세,포함,115,33,9936,13,90,96,100,106,114,120,130,136,150
수축기,광주,여성,45~46세,포함,116,33,10808,13,90,97,100,107,115,122,132,138,152
수축기,광주,여성,47~48세,포함,117,34,10978,14,90,97,100,108,117,125,134,139,155
수축기,광주,여성,49~50세,포함,118,35,10954,14,90,98,100,109,117,126,135,140,158
수축기,광주,여성,51~52세,포함,119,35,10316,14,90,99,101,110,118,129,138,142,159
수축기,광주,여성,53~54세,포함,120,35,9989,14,90,99,102,110,119,130,138,143,160
수축기,광주,여성,55~56세,포함,121,35,9690,14,91,100,103,110,120,130,138,146,160
수축기,광주,여성,57~58세,포함,122,35,10259,14,92,100,104,112,120,131,139,146,160
수축기,광주,여성,59~60세,포함,123,35,9902,14,93,100,105,113,122,133,140,148,160
수축기,광주,여성,61~62세,포함,125,35,8244,14,93,101,107,115,125,134,142,149,160
수축기,광주,여성,63~64세,포함,126,35,7373,14,95,103,109,117,127,136,144,150,160
수축기,광주,여성,65~66세,포함,128,36,6022,15,96,104,110,119,130,138,148,150,163
수축기,광주,여성,67~68세,포함,129,35,5381,14,99,106,110,119,130,138,148,151,164
수축기,광주,여성,69~70세,포함,131,35,5390,14,100,109,113,120,130,140,150,154,167
수축기,광주,여성,71~72세,포함,132,35,4357,14,100,109,114,121,131,140,150,153,168
수축기,광주,여성,73~74세,포함,132,36,3337,15,100,110,114,122,132,141,150,156,170
수축기,광주,여성,75세이상,포함,132,36,10210,15,100,110,113,121,132,141,150,158,170
수축기,대전,남성,20~24세,포함,120,31,4354,12,94,100,106,112,120,128,136,139,151
수축기,대전,남성,25~26세,포함,122,32,4176,12,96,102,107,113,120,130,137,140,155
수축기,대전,남성,27~28세,포함,122,32,5571,12,98,103,108,114,121,130,138,142,155
수축기,대전,남성,29~30세,포함,123,32,6121,13,97,104,109,115,122,131,138,144,158
수축기,대전,남성,31~32세,포함,124,33,6020,13,98,105,109,115,123,132,139,146,160
수축기,대전,남성,33~34세,포함,124,33,6010,13,100,106,110,116,124,132,139,146,160
수축기,대전,남성,35~36세,포함,125,33,6664,13,99,105,110,116,124,133,139,147,163
수축기,대전,남성,37~38세,포함,125,33,7055,13,99,105,110,116,124,133,139,148,164
수축기,대전,남성,39~40세,포함,125,33,7721,13,99,105,110,116,124,134,140,148,160
수축기,대전,남성,41~42세,포함,125,33,7228,13,99,105,110,116,124,133,140,147,160
수축기,대전,남성,43~44세,포함,125,34,7391,13,98,104,110,116,124,133,140,148,163
수축기,대전,남성,45~46세,포함,125,34,7956,13,98,104,109,116,124,133,140,147,162
수축기,대전,남성,47~48세,포함,125,34,7987,13,98,104,109,115,124,133,140,148,163
수축기,대전,남성,49~50세,포함,125,34,7650,14,96,103,108,115,124,133,140,148,160
수축기,대전,남성,51~52세,포함,125,34,6760,14,97,104,108,116,125,134,141,148,160
수축기,대전,남성,53~54세,포함,125,35,6457,14,97,103,108,116,125,134,142,148,161
수축기,대전,남성,55~56세,포함,125,34,6469,14,96,103,108,116,125,134,142,150,162
수축기,대전,남성,57~58세,포함,126,34,7076,14,98,104,110,117,126,135,143,150,163
수축기,대전,남성,59~60세,포함,126,35,6665,14,96,104,109,117,126,135,143,150,163
수축기,대전,남성,61~62세,포함,127,35,5886,14,96,104,109,117,126,136,145,150,163
수축기,대전,남성,63~64세,포함,127,35,5371,14,98,105,110,118,128,137,145,150,163
수축기,대전,남성,65~66세,포함,128,35,4114,14,97,105,110,119,128,137,145,151,165
수축기,대전,남성,67~68세,포함,128,35,3294,14,97,105,110,119,129,138,146,151,166
수축기,대전,남성,69~70세,포함,130,36,2964,15,96,106,110,120,130,139,148,154,167
수축기,대전,남성,71~72세,포함,130,36,2456,15,98,106,110,120,130,139,148,154,166
수축기,대전,남성,73~74세,포함,130,36,1935,15,98,107,111,120,130,139,148,154,168
수축기,대전,남성,75세이상,포함,132,37,5808,16,97,106,111,121,132,141,151,158,170
수축기,대전,여성,20~24세,포함,111,30,6602,11,90,94,98,104,111,118,125,130,139
수축기,대전,여성,25~26세,포함,111,30,5333,11,90,95,98,104,110,118,126,130,139
수축기,대전,여성,27~28세,포함,111,30,5410,11,90,94,98,103,110,118,126,131,139
수축기,대전,여성,29~30세,포함,111,30,4905,11,90,95,98,103,110,118,126,131,139
수축기,대전,여성,31~32세,포함,111,31,4382,12,90,94,98,103,110,118,126,132,145
수축기,대전,여성,33~34세,포함,112,32,4161,12,90,95,98,103,111,119,128,133,146
수축기,대전,여성,35~36세,포함,112,32,4577,12,90,94,98,104,111,119,128,134,149
수축기,대전,여성,37~38세,포함,113,32,4787,12,90,95,99,105,112,120,130,135,150
수축기,대전,여성,39~40세,포함,114,32,6905,12,90,96,100,106,113,121,130,136,149
수축기,대전,여성,41~42세,포함,115,34,6738,13,90,96,100,106,114,123,132,138,154
수축기,대전,여성,43~44세,포함,116,34,7356,13,90,96,100,107,115,124,134,139,155
수축기,대전,여성,45~46세,포함,117,35,7823,14,90,97,100,108,116,126,136,140,156
수축기,대전,여성,47~48세,포함,118,35,8020,14,90,98,100,108,117,127,136,141,157
수축기,대전,여성,49~50세,포함,120,35,8321,14,90,98,101,110,119,129,138,144,159
수축기,대전,여성,51~52세,포함,120,36,7830,15,91,99,102,110,120,130,138,145,162
수축기,대전,여성,53~54세,포함,121,36,7468,15,90,98,102,110,120,130,139,145,160
수축기,대전,여성,55~56세,포함,121,35,7734,14,92,100,103,110,120,130,139,146,160
수축기,대전,여성,57~58세,포함,122,36,8695,14,92,100,104,112,121,131,140,147,160
수축기,대전,여성,59~60세,포함,123,36,7890,15,92,100,105,113,122,132,140,148,162
수축기,대전,여성,61~62세,포함,124,36,7124,15,94,100,106,114,124,134,142,150,162
수축기,대전,여성,63~64세,포함,126,36,6381,14,95,102,108,116,126,136,144,150,164
수축기,대전,여성,65~66세,포함,127,36,4811,15,94,103,109,117,128,137,145,151,164
수축기,대전,여성,67~68세,포함,128,36,3863,15,95,104,110,118,128,138,147,153,164
수축기,대전,여성,69~70세,포함,130,36,3580,15,98,106,110,120,130,139,149,154,165
수축기,대전,여성,71~72세,포함,131,36,2767,15,97,107,111,121,131,140,150,156,168
수축기,대전,여성,73~74세,포함,133,37,2244,15,99,110,114,122,133,142,152,159,171
수축기,대전,여성,75세이상,포함,135,38,6894,16,99,110,114,124,135,145,156,161,176
수축기,울산,남성,20~24세,포함,122,31,4272,11,98,104,108,114,121,130,137,139,150
수축기,울산,남성,25~26세,포함,123,30,4526,11,100,106,110,116,123,132,138,139,150
수축기,울산,남성,27~28세,포함,124,30,5682,11,100,106,110,117,124,132,138,139,150
수축기,울산,남성,29~30세,포함,124,30,5916,11,100,106,110,118,125,133,138,139,150
수축기,울산,남성,31~32세,포함,125,31,5782,11,100,107,110,118,125,134,139,139,153
수축기,울산,남성,33~34세,포함,126,31,6075,12,100,107,110,118,126,135,139,139,155
수축기,울산,남성,35~36세,포함,126,31,6549,12,100,108,110,118,127,135,139,140,158
수축기,울산,남성,37~38세,포함,126,31,7542,12,100,108,111,119,127,135,139,141,158
수축기,울산,남성,39~40세,포함,126,32,8535,12,100,107,110,118,127,134,139,143,160
수축기,울산,남성,41~42세,포함,126,32,7504,12,100,107,110,118,126,135,139,144,160
수축기,울산,남성,43~44세,포함,126,32,7057,12,100,107,110,118,126,135,139,144,160
수축기,울산,남성,45~46세,포함,126,32,6860,12,100,107,110,118,126,135,139,145,160
수축기,울산,남성,47~48세,포함,126,33,7729,13,99,106,110,118,126,135,139,145,160
수축기,울산,남성,49~50세,포함,126,33,7972,13,99,106,110,118,126,135,139,146,162
수축기,울산,남성,51~52세,포함,127,33,8717,13,100,107,110,118,128,135,139,148,160
수축기,울산,남성,53~54세,포함,127,33,10042,13,100,106,110,118,128,136,139,150,160
수축기,울산,남성,55~56세,포함,127,33,8419,13,99,106,110,118,128,136,139,150,163
수축기,울산,남성,57~58세,포함,127,33,9689,13,98,106,110,119,128,136,139,150,160
수축기,울산,남성,59~60세,포함,128,33,8991,13,99,107,111,119,129,136,140,150,160
수축기,울산,남성,61~62세,포함,126,33,5807,13,99,106,110,118,125,135,139,148,160
수축기,울산,남성,63~64세,포함,127,33,5258,13,99,107,110,118,126,135,140,150,162
수축기,울산,남성,65~66세,포함,126,34,4192,13,97,106,110,118,126,135,140,150,162
수축기,울산,남성,67~68세,포함,126,34,3128,14,95,105,110,118,126,135,140,150,164
수축기,울산,남성,69~70세,포함,126,34,2728,13,99,106,110,118,125,135,140,150,160
수축기,울산,남성,71~72세,포함,126,34,2032,13,98,106,110,118,126,135,142,150,160
수축기,울산,남성,73~74세,포함,126,34,1447,14,98,104,110,118,126,134,142,150,165
수축기,울산,남성,75세이상,포함,127,35,3486,14,96,105,110,118,126,135,143,150,170
수축기,울산,여성,20~24세,포함,112,30,3851,11,90,95,100,105,112,119,126,130,138
수축기,울산,여성,25~26세,포함,112,29,2946,10,90,97,100,105,112,118,125,130,138
수축기,울산,여성,27~28세,포함,112,29,2922,10,90,95,100,104,111,118,125,130,138
수축기,울산,여성,29~30세,포함,112,30,2609,11,90,96,100,105,112,119,126,130,139
수축기,울산,여성,31~32세,포함,112,30,2345,11,90,95,99,105,111,119,126,131,140
수축기,울산,여성,33~34세,포함,112,30,2107,11,90,95,99,105,112,119,126,130,139
수축기,울산,여성,35~36세,포함,113,30,2428,11,90,96,100,106,113,120,127,131,140
수축기,울산,여성,37~38세,포함,114,32,2702,12,90,96,100,105,113,120,128,134,149
수축기,울산,여성,39~40세,포함,115,32,3924,12,90,98,100,107,114,122,130,136,150
수축기,울산,여성,41~42세,포함,115,32,3844,12,90,97,100,107,115,122,130,135,150
수축기,울산,여성,43~44세,포함,116,32,4238,12,90,97,100,108,116,123,131,138,150
수축기,울산,여성,45~46세,포함,117,33,5012,13,90,98,101,109,117,124,132,138,152
수축기,울산,여성,47~48세,포함,118,34,5427,13,90,98,101,110,118,125,135,139,158
수축기,울산,여성,49~50세,포함,118,34,6121,13,90,99,102,110,118,126,135,139,157
수축기,울산,여성,51~52세,포함,119,34,6153,13,90,100,103,110,119,127,136,139,160
수축기,울산,여성,53~54세,포함,119,33,6267,13,90,99,102,110,118,126,136,139,155
수축기,울산,여성,55~56세,포함,119,33,6226,13,92,100,103,110,119,127,136,140,158
수축기,울산,여성,57~58세,포함,121,33,7126,13,92,100,104,112,120,128,138,140,158
수축기,울산,여성,59~60세,포함,121,33,6526,13,92,100,106,112,120,129,138,142,160
수축기,울산,여성,61~62세,포함,122,33,5634,13,94,102,106,113,120,130,138,144,160
수축기,울산,여성,63~64세,포함,123,33,5100,13,93,102,108,114,122,130,138,143,160
수축기,울산,여성,65~66세,포함,123,34,4061,13,95,102,107,114,122,130,138,147,161
수축기,울산,여성,67~68세,포함,124,33,3087,13,96,104,110,116,124,130,139,146,160
수축기,울산,여성,69~70세,포함,125,33,2827,13,98,106,110,118,124,130,140,148,160
수축기,울산,여성,71~72세,포함,125,34,2072,13,98,104,110,118,124,132,140,150,163
수축기,울산,여성,73~74세,포함,126,33,1615,13,100,106,110,118,124,132,140,150,164
수축기,울산,여성,75세이상,포함,127,37,4148,15,94,103,110,118,126,136,146,155,170
수축기,경기,남성,20~24세,포함,120,31,33831,12,95,101,107,112,119,128,136,139,150
수축기,경기,남성,25~26세,포함,121,31,34750,12,96,103,108,113,120,130,136,139,153
수축기,경기,남성,27~28세,포함,122,31,46905,12,98,104,108,114,120,130,137,140,154
수축기,경기,남성,29~30세,포함,123,32,48882,12,98,104,109,115,121,130,138,141,156
수축기,경기,남성,31~32세,포함,123,32,50387,12,98,105,110,115,122,130,138,143,158
수축기,경기,남성,33~34세,포함,124,32,54403,12,99,105,110,116,123,131,138,144,160
수축기,경기,남성,35~36세,포함,124,33,62876,13,99,105,110,116,123,132,139,145,160
수축기,경기,남성,37~38세,포함,125,33,69543,13,99,106,110,116,124,132,139,146,160
수축기,경기,남성,39~40세,포함,124,33,76696,13,98,105,110,116,124,132,139,146,160
수축기,경기,남성,41~42세,포함,125,33,69918,13,98,105,110,116,124,132,140,146,160
수축기,경기,남성,43~44세,포함,125,33,72084,13,98,105,110,116,124,132,140,146,160
수축기,경기,남성,45~46세,포함,125,33,75256,13,97,105,110,116,124,133,140,147,161
수축기,경기,남성,47~48세,포함,125,34,76068,13,97,104,109,116,124,133,140,147,160
수축기,경기,남성,49~50세,포함,125,34,73870,13,97,104,109,116,124,133,140,148,160
수축기,경기,남성,51~52세,포함,125,34,65428,14,97,104,109,116,124,133,140,148,161
수축기,경기,남성,53~54세,포함,125,34,64233,14,97,104,110,117,125,134,141,149,161
수축기,경기,남성,55~56세,포함,126,34,63015,14,96,104,110,117,125,134,142,150,163
수축기,경기,남성,57~58세,포함,126,34,66075,14,97,104,110,118,126,135,142,150,163
수축기,경기,남성,59~60세,포함,127,35,60977,14,97,105,110,118,127,135,144,150,164
수축기,경기,남성,61~62세,포함,127,35,48522,14,97,105,110,118,128,136,145,150,164
수축기,경기,남성,63~64세,포함,128,35,41958,14,97,106,110,119,128,137,146,151,165
수축기,경기,남성,65~66세,포함,129,35,34219,14,98,106,110,119,129,138,147,152,165
수축기,경기,남성,67~68세,포함,129,35,25706,14,97,106,110,119,129,138,147,153,167
수축기,경기,남성,69~70세,포함,130,36,25432,14,98,107,111,120,130,138,148,154,168
수축기,경기,남성,71~72세,포함,130,35,22112,14,98,108,112,120,130,139,149,154,167
수축기,경기,남성,73~74세,포함,131,36,16617,15,97,108,112,120,130,140,150,155,169
수축기,경기,남성,75세이상,포함,132,37,50975,15,97,108,112,120,130,140,150,158,170
수축기,경기,여성,20~24세,포함,112,30,44450,11,90,95,99,104,111,119,127,131,139
수축기,경기,여성,25~26세,포함,112,30,36342,11,90,95,99,104,111,119,126,130,139
수축기,경기,여성,27~28세,포함,111,30,38336,11,90,95,98,104,110,118,126,130,139
수축기,경기,여성,29~30세,포함,112,31,34976,11,90,94,98,104,110,119,126,131,140
수축기,경기,여성,31~32세,포함,112,31,32021,12,90,95,98,104,111,119,128,133,144
수축기,경기,여성,33~34세,포함,112,32,31315,12,90,95,99,104,111,119,128,133,145
수축기,경기,여성,35~36세,포함,113,32,33867,12,90,95,98,104,112,120,129,134,147
수축기,경기,여성,37~38세,포함,113,32,36624,13,90,95,99,105,112,120,130,135,150
수축기,경기,여성,39~40세,포함,115,33,56407,13,90,96,100,106,113,122,131,137,150
수축기,경기,여성,41~42세,포함,115,33,54311,13,90,96,100,106,114,122,132,138,152
수축기,경기,여성,43~44세,포함,116,34,58509,14,90,96,100,107,115,124,134,139,155
수축기,경기,여성,45~46세,포함,117,34,63676,14,90,97,100,108,116,126,135,140,156
수축기,경기,여성,47~48세,포함,118,35,65167,14,90,98,101,109,118,127,136,141,159
수축기,경기,여성,49~50세,포함,119,35,67094,14,90,98,102,110,119,129,138,144,160
수축기,경기,여성,51~52세,포함,120,35,62726,14,91,99,102,110,119,130,138,145,160
수축기,경기,여성,53~54세,포함,121,35,62160,14,90,100,103,111,120,130,139,145,160
수축기,경기,여성,55~56세,포함,122,35,60982,14,91,100,104,111,120,130,139,146,160
수축기,경기,여성,57~58세,포함,123,35,64752,14,92,100,105,112,121,131,140,147,160
수축기,경기,여성,59~60세,포함,124,35,58741,14,92,100,106,114,123,133,141,149,161
수축기,경기,여성,61~62세,포함,125,36,49800,14,93,101,107,115,124,134,142,150,162
수축기,경기,여성,63~64세,포함,126,35,43971,14,95,103,108,117,126,135,144,150,162
수축기,경기,여성,65~66세,포함,127,36,35680,15,95,104,110,118,128,137,146,152,165
수축기,경기,여성,67~68세,포함,128,36,27043,15,96,105,110,119,129,138,147,153,167
수축기,경기,여성,69~70세,포함,130,36,26420,15,98,107,111,120,130,139,149,155,168
수축기,경기,여성,71~72세,포함,131,36,22858,15,98,108,112,120,130,140,150,156,170
수축기,경기,여성,73~74세,포함,132,36,17962,15,100,109,113,121,131,140,150,157,170
수축기,경기,여성,75세이상,포함,133,38,61088,16,98,109,113,122,132,143,153,160,176
수축기,강원,남성,20~24세,포함,121,31,6211,12,98,102,108,112,119,129,136,139,153
수축기,강원,남성,25~26세,포함,121,31,6605,12,98,104,110,113,120,130,136,139,153
수축기,강원,남성,27~28세,포함,122,32,6392,12,99,105,110,115,120,130,138,142,156
수축기,강원,남성,29~30세,포함,123,32,5816,12,100,105,110,115,120,130,138,142,156
수축기,강원,남성,31~32세,포함,124,33,5623,13,100,106,110,116,122,131,139,145,160
수축기,강원,남성,33~34세,포함,124,33,5704,13,100,106,110,116,123,132,139,147,162
수축기,강원,남성,35~36세,포함,125,33,6227,13,100,107,110,117,124,133,140,148,164
수축기,강원,남성,37~38세,포함,126,34,6817,14,100,107,110,117,124,134,142,150,165
수축기,강원,남성,39~40세,포함,126,34,8170,14,100,107,110,117,125,135,143,150,167
